
 ПРОТОКОЛ №1            26-05-2018 15:25:50
 -------------------------------------------------------------------------------
 Оператор:   [ТЕСТ РУЧНОЙ №4]
 Мишень:     [1]
 -------------------------------------------------------------------------------
 Номер      Отметка      Область     Положение X   Положение Y    Cтатус
 пробоины   времени      попадания                                управления
 -------------------------------------------------------------------------------
   1	  00:00:05:9	 5	     250    	   -70	          1
   2	  00:00:06:1	 7	     -205    	   -105	          1
   3	  00:00:06:3	 1	     -335    	   310	          1
   4	  00:00:06:5	 3	     35    	   340	          1
   5	  00:00:06:7	 5	     200    	   -35	          1
   6	  00:00:06:8	 5	     345    	   -310	          1
   7	  00:00:07:3	 7	     -370    	   -155	          1
   8	  00:00:07:4	 1	     -240    	   330	          1
   9	  00:00:07:6	 3	     30    	   295	          1
   10	  00:00:07:8	 3	     225    	   265	          1
   11	  00:00:08:0	 5	     425    	   -300	          1
   12	  00:00:08:2	 5	     395    	   -435	          1
   13	  00:00:08:5	 7	     -275    	   -145	          1
   14	  00:00:08:6	 7	     -280    	   -25	          1
   15	  00:00:08:7	 1	     -180    	   170	          1
   16	  00:00:08:9	 3	     155    	   205	          1
   17	  00:00:09:1	 3	     230    	   10	          1
   18	  00:00:09:2	 5	     175    	   -220	          1
   19	  00:00:09:5	 7	     -190    	   -250	          1
   20	  00:00:09:7	 1	     -205    	   120	          1
   21	  00:00:09:9	 3	     95    	   215	          1
   22	  00:00:10:1	 3	     245    	   50	          1
   23	  00:00:10:5	 5	     65    	   -340	          1
   24	  00:00:10:6	 7	     -105    	   -220	          1
   25	  00:00:10:8	 7	     -115    	   -175	          1
   26	  00:00:11:1	 5	     300    	   -115	          1
   27	  00:00:11:2	 3	     280    	   35	          1
   28	  00:00:11:5	 3	     5    	   300	          1
   29	  00:00:11:7	 1	     -175    	   180	          1
   30	  00:00:11:9	 7	     -180    	   -140	          1
   31	  00:00:12:2	 5	     80    	   -165	          1
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
   *	  00:00:00:0	 0	     0	           0	          0
